text,cardiovascular,hepatorenal,neurological,oncological
"embolism and heart failure: vascular insights. Research question: How does ACE inhibitors affect hypertension through dilated cardiomyopathy mechanisms? Methods: cross-sectional study with 461 diabetic patients, assessing bundle branch block and arterial. Results: improved patient outcomes. Implications: need for further investigation.",1,0,0,1
"ventricular fibrillation markers in lung cancer. Background: heart disease affects diabetic patients worldwide, particularly involving endocardium and heart failure. Methods: We conducted a longitudinal study to evaluate beta-blockers in 154 patients, examining atrium parameters. Results: significant improvement in primary endpoints. Conclusion: need for further investigation.",1,0,0,0
"Immunohistochemical studies with antibodies to neurofilament proteins on axonal damage in experimental focal lesions in rat. Immunohistochemistry with monoclonal antibodies against neurofilament (NF) proteins of middle and high molecular weight class, NF-M and NF-H, was used to study axonal injury in the borderzone of focal lesions in rats. Focal injury in the cortex was produced by infusion of lactate at acid pH or by stab caused by needle insertion. Infarcts in substantia nigra pars reticulata were evoked by prolonged pilocarpine-induced status epilepticus. Immunohistochemical staining for NFs showed characteristic terminal clubs of axons in the borderzone of lesions. Differences in the labelling pattern occurred with different antibodies which apparently depended on molecular weight class of NFs and phosphorylation state. These immunohistochemical changes of NFs can serve as a marker for axonal damage in various experimental traumatic or ischemic lesions.",0,0,1,0
"nonalcoholic steatohepatitis pathways in stroke. Background: cancer affects diabetic patients worldwide, particularly involving nash and oliguria. Methods: We conducted a retrospective study to evaluate ACE inhibitors in 164 patients, examining cholelithiasis parameters. Results: improved patient outcomes. Conclusion: patient care improvement.",0,1,0,0
"stenosis pathways in diabetes mellitus. Purpose: This randomized controlled study examined statins for hypertension in diabetic patients. The investigation included analysis of deep vein thrombosis, limbic system, and autonomic neuropathy. Methods: 385 participants were included. Results: favorable safety profile. Implications: need for further investigation.",1,0,1,0
"Cancer treatment and heart failure. Hypothesis: statins improves heart disease outcomes via myelodysplastic syndrome pathways. Methods: randomized controlled trial with 441 elderly patients, measuring liver cancer and multiple myeloma. Results: superior clinical efficacy. Conclusion: therapeutic innovation.",0,0,0,1
Verapamil-induced carbamazepine neurotoxicity. A report of two cases. Two patients with signs of carbamazepine neurotoxicity after combined treatment with verapamil showed complete recovery after discontinuation of the calcium entry blocker. Use of verapamil in combination with carbamazepine should either be avoided or prescribed only with appropriate adjustment of the carbamazepine dose (usually reduction of the carbamazepine dose by one half).,0,0,1,0
"Liposomal daunorubicin in advanced Kaposi's sarcoma: a phase II study. We report a non-randomized Phase II clinical trial to assess the efficacy and safety of liposomal daunorubicin (DaunoXome) in the treatment of AIDS related Kaposi's sarcoma. Eleven homosexual men with advanced Kaposi's sarcoma were entered in the trial. Changes in size, colour and associated oedema of selected 'target' lesions were measured. Clinical, biochemical and haematological toxicities were assessed. Ten subjects were evaluated. A partial response was achieved in four, of whom two subsequently relapsed. Stabilization of Kaposi's sarcoma occurred in the remaining six, maintained until the end of the trial period in four. The drug was generally well tolerated, with few mild symptoms of toxicity. The main problem encountered was haematological toxicity, with three subjects experiencing severe neutropenia (neutrophil count < 0.5 x 10(9)/l). There was no evidence of cardiotoxicity. In this small patient sample, liposomal daunorubicin was an effective and well tolerated agent in the treatment of Kaposi's sarcoma.",1,0,1,1
"Abnormal myotonic dystrophy protein kinase levels produce only mild myopathy in mice. Myotonic dystrophy ( DM ) is commonly associated with CTG repeat expansions within the gene for DM-protein kinase ( DMPK ) . The effect of altered expression levels of DMPK , which is ubiquitously expressed in all muscle cell lineages during development , was examined by disrupting the endogenous Dmpk gene and overexpressing a normal human DMPK transgene in mice . Nullizygous ( - / - ) mice showed only inconsistent and minor size changes in head and neck muscle fibres at older age , animals with the highest DMPK transgene expression showed hypertrophic cardiomyopathy and enhanced neonatal mortality . However , both models lack other frequent DM symptoms including the fibre-type dependent atrophy , myotonia , cataract and male-infertility . These results strengthen the contention that simple loss- or gain-of-expression of DMPK is not the only crucial requirement for development of the disease . .",1,0,1,0
"thrombosis and chronic kidney disease: vascular insights. Purpose: This longitudinal study examined metformin for hypertension in adult population. The investigation included analysis of blood pressure, tachycardia, and ventricle. Methods: 495 participants were included. Results: enhanced therapeutic response. Implications: safety considerations.",1,0,0,0
"Increased serum soluble Fas in patients with acute liver failure due to paracetamol overdose. BACKGROUND/AIMS: Experimental studies have suggested that apoptosis via the Fas/Fas Ligand signaling system may play an important role in the development of acute liver failure. The aim of the study was to investigate the soluble form of Fas in patients with acute liver failure. METHODOLOGY: Serum levels of sFas (soluble Fas) were measured by ELISA in 24 patients with acute liver failure and 10 normal control subjects. Serum levels of tumor necrosis factor-alpha and interferon-gamma were also determined by ELISA. RESULTS: Serum sFas was significantly increased in patients with acute liver failure (median, 26.8 U/mL; range, 6.9-52.7 U/mL) compared to the normal controls (median, 8.6 U/mL; range, 6.5-12.0 U/mL, P < 0.0001). Levels were significantly greater in patients with acute liver failure due to paracetamol overdose (median, 28.7 U/mL; range, 12.8-52.7 U/mL, n = 17) than those due to non-A to E hepatitis (median, 12.5 U/mL; range, 6.9-46.0 U/mL, n = 7, P < 0.01). There was no relationship of sFas to eventual outcome in the patients. A significant correlation was observed between serum sFas levels and aspartate aminotransferase (r = 0.613, P < 0.01). CONCLUSIONS: The increased concentration of sFas in serum of patients with acute liver failure may reflect activation of Fas-mediated apoptosis in the liver and this together with increased tumor necrosis factor-alpha may be an important factor in liver cell loss.",0,1,1,1
